Name,GPU Name,Architecture,Foundry,Process Size,Transistor Count,Die Size,Release Date,Generation,Base Clock,Boost Clock,Memory Clock,Memory Size,Memory Type,Memory Bus,Memory Bandwidth,Shading Units,TMUs,ROPs,Compute Units,L0 Cache,L1 Cache,L2 Cache,L3 Cache,Pixel Rate,Texture Rate,Floating Point Performance 32-bit,Floating Point Performance 64-bit,TDP,DirectX,OpenGL,Vulkan,Shader Model,SMM Count,SM Count,Tensor Cores,RT Cores
GeForce RTX 5090 Mobile,GB203,Blackwell 2.0,TSMC,,,377.0,2025-01-01 00:00:00,GeForce 50 Mobile,1500.0,2000.0,2500.0,16384.0,DDR7,256.0,1034.24,10752.0,336.0,128.0,,,128.0,64.0,,256.0,672.0,43010.0,672.0,175.0,12 Ultimate,4.6,1.3,6.0,,84.0,336.0,"84.0"
Radeon 880M,Strix Point,RDNA 3.5,TSMC,4.0,34000000.0,233.0,2024-07-01 00:00:00,Navi III IGP,400.0,2900.0,,,shared,,,512.0,32.0,16.0,12.0,32.0,128.0,2.0,,46.4,92.8,2970.0,185.6,15.0,12 Ultimate,4.6,1.3,6.0,,,,"12.0"
Radeon 890M,Strix Point,RDNA 3.5,TSMC,4.0,34000000.0,233.0,2024-07-01 00:00:00,Navi III IGP,400.0,2900.0,,,shared,,,1024.0,64.0,32.0,16.0,32.0,128.0,2.0,,92.8,185.6,5939.0,371.2,15.0,12 Ultimate,4.6,1.3,6.0,,,,"16.0"
GeForce RTX 3050 A Mobile,GA106,Ampere,Samsung,8.0,12000000.0,276.0,2024-01-01 00:00:00,GeForce 30 Mobile,1065.0,1343.0,1500.0,4096.0,DDR6,128.0,192.0,1792.0,56.0,32.0,,,128.0,2.0,,42.98,75.21,4813.0,75.21,45.0,12 Ultimate,4.6,1.3,6.0,,14.0,56.0,"14.0"
RTX 1000 Mobile Ada Generation,AD107,Ada Lovelace,TSMC,5.0,18900000.0,159.0,2024-02-26 00:00:00,Quadro Ada-M,1485.0,2025.0,2000.0,6144.0,DDR6,96.0,192.0,2560.0,80.0,48.0,,,128.0,12.0,,97.2,162.0,10370.0,162.0,35.0,12 Ultimate,4.6,1.3,6.0,,20.0,80.0,"20.0"
RTX 500 Mobile Ada Generation,AD107,Ada Lovelace,TSMC,5.0,18900000.0,159.0,2024-02-26 00:00:00,Quadro Ada-M,1485.0,2025.0,2000.0,4096.0,DDR6,64.0,128.0,2048.0,64.0,32.0,,,128.0,12.0,,64.8,129.6,8294.0,129.6,35.0,12 Ultimate,4.6,1.3,6.0,,16.0,64.0,"16.0"
Radeon 610M,Dragon Range,RDNA 2.0,TSMC,5.0,,264.0,2023-01-03 00:00:00,Navi II IGP,400.0,2200.0,,,shared,,,128.0,8.0,4.0,2.0,32.0,128.0,2.0,,8.8,17.6,563.2,35.2,15.0,12 Ultimate,4.6,1.3,6.0,,,,"2.0"
Radeon 660M,Rembrandt+,RDNA 2.0,TSMC,6.0,13100000.0,208.0,2023-01-03 00:00:00,Navi II IGP,1500.0,1900.0,,,shared,,,384.0,24.0,16.0,6.0,32.0,128.0,2.0,,30.4,45.6,1.459,91.2,40.0,12 Ultimate,4.6,1.3,6.0,,,,"6.0"
Radeon 680M,Rembrandt+,RDNA 2.0,TSMC,6.0,13100000.0,208.0,2023-01-03 00:00:00,Navi II IGP,2000.0,2200.0,,,shared,,,768.0,48.0,32.0,12.0,32.0,128.0,2.0,,70.4,105.6,3379.0,211.2,50.0,12 Ultimate,4.6,1.3,6.0,,,,"12.0"
Radeon 740M,Phoenix,RDNA 3.0,TSMC,4.0,25390000.0,178.0,2023-01-04 00:00:00,Navi III IGP,800.0,2500.0,,,shared,,,256.0,16.0,8.0,4.0,32.0,128.0,2.0,,20.0,40.0,2560.0,160.0,15.0,12 Ultimate,4.6,1.3,6.0,,,,"4.0"
Radeon 760M,Phoenix,RDNA 3.0,TSMC,4.0,25390000.0,178.0,2023-12-06 00:00:00,Navi III IGP,800.0,2599.0,,,shared,,,512.0,32.0,16.0,8.0,32.0,128.0,2.0,,41.58,83.17,5323.0,332.7,15.0,12 Ultimate,4.6,1.3,6.0,,,,"8.0"
Radeon 760M,Phoenix,RDNA 3.0,TSMC,4.0,25390000.0,178.0,2023-01-04 00:00:00,Navi III IGP,800.0,2599.0,,,shared,,,512.0,32.0,16.0,8.0,32.0,128.0,2.0,,41.58,83.17,5323.0,332.7,15.0,12 Ultimate,4.6,1.3,6.0,,,,"8.0"
Radeon 780M,Phoenix,RDNA 3.0,TSMC,4.0,25390000.0,178.0,2023-12-06 00:00:00,Navi III IGP,800.0,2700.0,,,shared,,,768.0,48.0,32.0,12.0,32.0,128.0,2.0,,86.4,129.6,8294.0,518.4,15.0,12 Ultimate,4.6,1.3,6.0,,,,"12.0"
Radeon 780M,Phoenix,RDNA 3.0,TSMC,4.0,25390000.0,178.0,2023-01-04 00:00:00,Navi III IGP,800.0,2700.0,,,shared,,,768.0,48.0,32.0,12.0,32.0,128.0,2.0,,86.4,129.6,8294.0,518.4,15.0,12 Ultimate,4.6,1.3,6.0,,,,"12.0"
Radeon RX 6450M,Navi 24,RDNA 2.0,TSMC,6.0,5400000.0,107.0,2023-01-04 00:00:00,Navi Mobile,2000.0,2460.0,2000.0,4096.0,DDR6,64.0,128.0,768.0,48.0,32.0,12.0,32.0,128.0,1.0,16.0,78.72,118.1,3779.0,236.2,50.0,12 Ultimate,4.6,1.3,6.0,,,,"12.0"
Radeon RX 6550M,Navi 24,RDNA 2.0,TSMC,6.0,5400000.0,107.0,2023-01-04 00:00:00,Navi Mobile,2000.0,2840.0,2250.0,4096.0,DDR6,64.0,144.0,1024.0,64.0,32.0,16.0,32.0,128.0,1.0,16.0,90.88,181.8,5816.0,363.5,80.0,12 Ultimate,4.6,1.3,6.0,,,,"16.0"
Radeon RX 6550S,Navi 24,RDNA 2.0,TSMC,6.0,5400000.0,107.0,2023-01-04 00:00:00,Navi Mobile,2000.0,2400.0,2000.0,4096.0,DDR6,64.0,128.0,1024.0,64.0,32.0,16.0,32.0,128.0,1.0,16.0,76.8,153.6,4915.0,307.2,50.0,12 Ultimate,4.6,1.3,6.0,,,,"16.0"
Radeon RX 7600M,Navi 33,RDNA 3.0,TSMC,6.0,13300000.0,204.0,2023-01-04 00:00:00,Navi Mobile,1500.0,2410.0,2000.0,8192.0,DDR6,128.0,256.0,1792.0,112.0,64.0,28.0,32.0,128.0,2.0,32.0,154.2,269.9,17270.0,539.8,90.0,12 Ultimate,4.6,1.3,6.0,,,,"28.0"
Radeon RX 7600M XT,Navi 33,RDNA 3.0,TSMC,6.0,13300000.0,204.0,2023-01-04 00:00:00,Navi Mobile,1280.0,2469.0,2250.0,8192.0,DDR6,128.0,288.0,2048.0,128.0,64.0,32.0,32.0,128.0,2.0,32.0,158.0,316.0,20230.0,632.1,120.0,12 Ultimate,4.6,1.3,6.0,,,,"32.0"
Radeon RX 7600S,Navi 33,RDNA 3.0,TSMC,6.0,13300000.0,204.0,2023-01-04 00:00:00,Navi Mobile,1500.0,2200.0,2000.0,8192.0,DDR6,128.0,256.0,1792.0,112.0,64.0,28.0,32.0,128.0,2.0,32.0,140.8,246.4,15770.0,492.8,75.0,12 Ultimate,4.6,1.3,6.0,,,,"28.0"
Radeon RX 7700S,Navi 33,RDNA 3.0,TSMC,6.0,13300000.0,204.0,2023-01-04 00:00:00,Navi Mobile,1500.0,2500.0,2250.0,8192.0,DDR6,128.0,288.0,2048.0,128.0,64.0,32.0,32.0,128.0,2.0,32.0,160.0,320.0,20480.0,640.0,100.0,12 Ultimate,4.6,1.3,6.0,,,,"32.0"
Radeon RX 7900M,Navi 31,RDNA 3.0,TSMC,5.0,57700000.0,529.0,2023-10-19 00:00:00,Navi Mobile,1825.0,2090.0,2250.0,16384.0,DDR6,256.0,576.0,4608.0,288.0,192.0,72.0,64.0,256.0,6.0,64.0,401.3,601.9,38520.0,1.204,180.0,12 Ultimate,4.6,1.3,6.0,,,,"72.0"
Arc A380M,DG2-128,Generation 12.7,TSMC,6.0,7200000.0,157.0,2023-01-24 00:00:00,Alchemist,1550.0,2000.0,1937.0,6144.0,DDR6,96.0,186.0,1024.0,64.0,32.0,,,,4.0,,64.0,128.0,4096.0,1.024,35.0,12 Ultimate,4.6,1.3,6.0,,,128.0,"8.0"
Arc A530M,DG2-256,Generation 12.7,TSMC,6.0,11500000.0,269.0,2023-08-01 00:00:00,Alchemist,900.0,1300.0,1750.0,8192.0,DDR6,128.0,224.0,1536.0,96.0,48.0,,,,8.0,,62.4,124.8,3994.0,,65.0,12 Ultimate,4.6,1.3,6.0,,,192.0,"12.0"
Arc A570M,DG2-256,Generation 12.7,TSMC,6.0,11500000.0,269.0,2023-08-01 00:00:00,Alchemist,900.0,1300.0,1750.0,8192.0,DDR6,128.0,224.0,2048.0,128.0,64.0,,,,8.0,,83.2,166.4,5325.0,,75.0,12 Ultimate,4.6,1.3,6.0,,,256.0,"16.0"
Arc Graphics 112EU Mobile,Meteor Lake GT1,Xe-LPG,Intel,10.0,,,2023-12-14 00:00:00,Arc Graphics-M,300.0,2200.0,,,shared,,,896.0,56.0,24.0,,,,,,52.8,123.2,3942.0,,65.0,12,4.6,1.3,6.0,,,,
Arc Graphics 128EU Mobile,Meteor Lake GT1,Xe-LPG,Intel,10.0,,,2023-12-14 00:00:00,Arc Graphics-M,300.0,2250.0,,,shared,,,1024.0,64.0,32.0,,,,,,72.0,144.0,4608.0,,28.0,12,4.6,1.3,6.0,,,,
Arc Graphics 48EU Mobile,Meteor Lake GT1,Xe-LPG,Intel,10.0,,,2023-12-14 00:00:00,Arc Graphics-M,300.0,1800.0,,,shared,,,384.0,24.0,8.0,,,,,,14.4,43.2,1.382,,28.0,12,4.6,1.3,6.0,,,,
Arc Graphics 64EU Mobile,Meteor Lake GT1,Xe-LPG,Intel,10.0,,,2023-12-14 00:00:00,Arc Graphics-M,300.0,1750.0,,,shared,,,512.0,32.0,16.0,,,,,,28.0,56.0,1792.0,,65.0,12,4.6,1.3,6.0,,,,
Arc Pro A60M,DG2-256,Generation 12.7,TSMC,6.0,11500000.0,269.0,2023-06-06 00:00:00,Alchemist,900.0,1300.0,2000.0,8192.0,DDR6,128.0,256.0,2048.0,128.0,64.0,,,,8.0,,83.2,166.4,5325.0,,95.0,12 Ultimate,4.6,1.3,6.0,,,256.0,"16.0"
Iris Xe Graphics 80EU Mobile,Raptor Lake GT1,Generation 12.2,Intel,10.0,,,2023-01-04 00:00:00,HD Graphics-M,300.0,1450.0,,,shared,,,640.0,40.0,20.0,,,,,,29.0,58.0,1856.0,,15.0,12,4.6,1.3,6.0,,,,
Iris Xe Graphics 96EU Mobile,Raptor Lake GT1,Generation 12.2,Intel,10.0,,,2023-01-04 00:00:00,HD Graphics-M,300.0,1300.0,,,shared,,,768.0,48.0,24.0,,,,,,31.2,62.4,1997.0,,15.0,12,4.6,1.3,6.0,,,,
UHD Graphics 64EU Mobile,Raptor Lake GT1,Generation 12.2,Intel,10.0,,,2023-01-04 00:00:00,HD Graphics-M,300.0,1250.0,,,shared,,,512.0,32.0,16.0,,,,,,20.0,40.0,1.28,,15.0,12,4.6,1.3,6.0,,,,
UHD Graphics 710 Mobile,Raptor Lake GT1,Generation 12.2,Intel,10.0,,,2023-01-04 00:00:00,HD Graphics-M,300.0,1200.0,,,shared,,,128.0,8.0,4.0,,,,1.0,8.0,4.8,9.6,307.2,76.8,15.0,12,4.6,1.3,6.0,,,,
UHD Graphics 710 Mobile,Raptor Lake GT1,Generation 12.2,Intel,10.0,,,2023-01-04 00:00:00,HD Graphics-M,300.0,1450.0,,,shared,,,128.0,8.0,4.0,,,,1.0,8.0,5.8,11.6,371.2,92.8,15.0,12,4.6,1.3,6.0,,,,
UHD Graphics 770 Mobile,Raptor Lake GT1,Generation 12.2,Intel,10.0,,,2023-01-04 00:00:00,HD Graphics-M,300.0,1600.0,,,shared,,,256.0,16.0,8.0,,,,,,12.8,25.6,819.2,,15.0,12,4.6,1.3,6.0,,,,
GeForce RTX 4050 Max-Q,AD107,Ada Lovelace,TSMC,5.0,18900000.0,159.0,2023-01-03 00:00:00,GeForce 40 Mobile,1140.0,1605.0,2000.0,6144.0,DDR6,96.0,192.0,2560.0,80.0,48.0,,,128.0,12.0,,77.04,128.4,8218.0,128.4,35.0,12 Ultimate,4.6,1.3,6.0,,20.0,80.0,"20.0"
GeForce RTX 4050 Mobile,AD107,Ada Lovelace,TSMC,5.0,18900000.0,159.0,2023-01-03 00:00:00,GeForce 40 Mobile,1455.0,1755.0,2000.0,6144.0,DDR6,96.0,192.0,2560.0,80.0,48.0,,,128.0,12.0,,84.24,140.4,8986.0,140.4,50.0,12 Ultimate,4.6,1.3,6.0,,20.0,80.0,"20.0"
GeForce RTX 4060 Max-Q,AD107,Ada Lovelace,TSMC,5.0,18900000.0,159.0,2023-01-03 00:00:00,GeForce 40 Mobile,1140.0,1470.0,2000.0,8192.0,DDR6,128.0,256.0,3072.0,96.0,48.0,,,128.0,32.0,,70.56,141.1,9032.0,141.1,35.0,12 Ultimate,4.6,1.3,6.0,,24.0,96.0,"24.0"
GeForce RTX 4060 Mobile,AD107,Ada Lovelace,TSMC,5.0,18900000.0,159.0,2023-01-03 00:00:00,GeForce 40 Mobile,1545.0,1890.0,2000.0,8192.0,DDR6,128.0,256.0,3072.0,96.0,48.0,,,128.0,32.0,,90.72,181.4,11610.0,181.4,115.0,12 Ultimate,4.6,1.3,6.0,,24.0,96.0,"24.0"
GeForce RTX 4070 Max-Q,AD106,Ada Lovelace,TSMC,5.0,22900000.0,188.0,2023-01-03 00:00:00,GeForce 40 Mobile,735.0,1230.0,2000.0,8192.0,DDR6,128.0,256.0,4608.0,144.0,48.0,,,128.0,32.0,,59.04,177.1,11340.0,177.1,35.0,12 Ultimate,4.6,1.3,6.0,,36.0,144.0,"36.0"
GeForce RTX 4070 Mobile,AD106,Ada Lovelace,TSMC,5.0,22900000.0,188.0,2023-01-03 00:00:00,GeForce 40 Mobile,1395.0,1695.0,2000.0,8192.0,DDR6,128.0,256.0,4608.0,144.0,48.0,,,128.0,32.0,,81.36,244.1,15620.0,244.1,115.0,12 Ultimate,4.6,1.3,6.0,,36.0,144.0,"36.0"
GeForce RTX 4080 Max-Q,AD104,Ada Lovelace,TSMC,5.0,35800000.0,294.0,2023-01-03 00:00:00,GeForce 40 Mobile,795.0,1350.0,2250.0,12288.0,DDR6,192.0,432.0,7424.0,232.0,80.0,,,128.0,48.0,,108.0,313.2,20040.0,313.2,60.0,12 Ultimate,4.6,1.3,6.0,,58.0,232.0,"58.0"
GeForce RTX 4080 Mobile,AD104,Ada Lovelace,TSMC,5.0,35800000.0,294.0,2023-01-03 00:00:00,GeForce 40 Mobile,1290.0,1665.0,2250.0,12288.0,DDR6,192.0,432.0,7424.0,232.0,80.0,,,128.0,48.0,,133.2,386.3,24720.0,386.3,110.0,12 Ultimate,4.6,1.3,6.0,,58.0,232.0,"58.0"
GeForce RTX 4090 Max-Q,AD103,Ada Lovelace,TSMC,5.0,45900000.0,379.0,2023-01-03 00:00:00,GeForce 40 Mobile,930.0,1455.0,2250.0,16384.0,DDR6,256.0,576.0,9728.0,304.0,112.0,,,128.0,64.0,,163.0,442.3,28310.0,442.3,80.0,12 Ultimate,4.6,1.3,6.0,,76.0,304.0,"76.0"
GeForce RTX 4090 Mobile,AD103,Ada Lovelace,TSMC,5.0,45900000.0,379.0,2023-01-03 00:00:00,GeForce 40 Mobile,1335.0,1695.0,2250.0,16384.0,DDR6,256.0,576.0,9728.0,304.0,112.0,,,128.0,64.0,,189.8,515.3,32980.0,515.3,120.0,12 Ultimate,4.6,1.3,6.0,,76.0,304.0,"76.0"
Jetson AGX Orin 32 GB,GA10B,Ampere,Samsung,8.0,,,2023-02-01 00:00:00,Tegra,,,1600.0,32768.0,DDR5,256.0,204.8,1792.0,56.0,24.0,,,128.0,0.25,,22.32,52.08,3333.0,1667.0,40.0,12 Ultimate,4.6,1.3,6.0,,14.0,56.0,
Jetson AGX Orin 64 GB,GA10B,Ampere,Samsung,8.0,,,2023-03-01 00:00:00,Tegra,,,1600.0,65536.0,DDR5,256.0,204.8,2048.0,64.0,32.0,,,128.0,0.25,,41.6,83.2,5325.0,2662.0,60.0,12 Ultimate,4.6,1.3,6.0,,16.0,64.0,
Jetson Orin NX 16 GB,GA10B,Ampere,Samsung,8.0,,,2023-02-01 00:00:00,Tegra,,,1600.0,16384.0,DDR5,128.0,102.4,1024.0,32.0,16.0,,,128.0,0.25,,14.69,29.38,1880.0,940.0,25.0,12 Ultimate,4.6,1.3,6.0,,8.0,32.0,
Jetson Orin NX 8 GB,GA10B,Ampere,Samsung,8.0,,,2023-03-01 00:00:00,Tegra,,,1600.0,8192.0,DDR5,128.0,102.4,1024.0,32.0,16.0,,,128.0,0.25,,12.24,24.48,1567.0,783.4,20.0,12 Ultimate,4.6,1.3,6.0,,8.0,32.0,
Jetson Orin Nano 4 GB,GA10B,Ampere,Samsung,8.0,,,2023-03-01 00:00:00,Tegra,,,1067.0,4096.0,DDR5,64.0,34.14,512.0,16.0,8.0,,,128.0,0.25,,5.0,10.0,640.0,320.0,10.0,12 Ultimate,4.6,1.3,6.0,,4.0,16.0,
Jetson Orin Nano 8 GB,GA10B,Ampere,Samsung,8.0,,,2023-03-01 00:00:00,Tegra,,,1067.0,8192.0,DDR5,128.0,68.29,1024.0,32.0,16.0,,,128.0,0.25,,10.0,20.0,1.28,640.0,15.0,12 Ultimate,4.6,1.3,6.0,,8.0,32.0,
RTX 2000 Embedded Ada Generation,AD107,Ada Lovelace,TSMC,5.0,18900000.0,159.0,2023-03-21 00:00:00,Quadro Ada-M,1530.0,2010.0,2000.0,8192.0,DDR6,128.0,256.0,3072.0,96.0,48.0,,,128.0,12.0,,96.48,193.0,12350.0,193.0,50.0,12 Ultimate,4.6,1.3,6.0,,24.0,96.0,"24.0"
RTX 2000 Max-Q Ada Generation,AD107,Ada Lovelace,TSMC,5.0,18900000.0,159.0,2023-03-21 00:00:00,Quadro Ada-M,930.0,1455.0,2000.0,8192.0,DDR6,128.0,256.0,3072.0,96.0,48.0,,,128.0,12.0,,69.84,139.7,8940.0,139.7,35.0,12 Ultimate,4.6,1.3,6.0,,24.0,96.0,"24.0"
RTX 2000 Mobile Ada Generation,AD107,Ada Lovelace,TSMC,5.0,18900000.0,159.0,2023-03-21 00:00:00,Quadro Ada-M,1635.0,2115.0,2000.0,8192.0,DDR6,128.0,256.0,3072.0,96.0,48.0,,,128.0,12.0,,101.5,203.0,12990.0,203.0,50.0,12 Ultimate,4.6,1.3,6.0,,24.0,96.0,"24.0"
RTX 3000 Mobile Ada Generation,AD106,Ada Lovelace,TSMC,5.0,22900000.0,188.0,2023-03-21 00:00:00,Quadro Ada-M,1395.0,1695.0,2000.0,8192.0,DDR6,128.0,256.0,4608.0,144.0,48.0,,,128.0,32.0,,81.36,244.1,15620.0,244.1,115.0,12 Ultimate,4.6,1.3,6.0,,36.0,144.0,"36.0"
RTX 3500 Mobile Ada Generation,AD104,Ada Lovelace,TSMC,5.0,35800000.0,294.0,2023-03-21 00:00:00,Quadro Ada-M,1110.0,1545.0,2250.0,12288.0,DDR6,192.0,432.0,5120.0,160.0,64.0,,,128.0,48.0,,98.88,247.2,15820.0,247.2,100.0,12 Ultimate,4.6,1.3,6.0,,40.0,160.0,"40.0"
RTX 4000 Mobile Ada Generation,AD104,Ada Lovelace,TSMC,5.0,35800000.0,294.0,2023-03-21 00:00:00,Quadro Ada-M,1290.0,1665.0,2250.0,12288.0,DDR6,192.0,432.0,7424.0,232.0,80.0,,,128.0,48.0,,133.2,386.3,24720.0,386.3,110.0,12 Ultimate,4.6,1.3,6.0,,58.0,232.0,"58.0"
RTX 5000 Embedded Ada Generation,AD103,Ada Lovelace,TSMC,5.0,45900000.0,379.0,2023-03-21 00:00:00,Quadro Ada-M,1425.0,2115.0,2250.0,16384.0,DDR6,256.0,576.0,9728.0,304.0,112.0,,,128.0,64.0,,236.9,643.0,41150.0,643.0,120.0,12 Ultimate,4.6,1.3,6.0,,76.0,304.0,"76.0"
RTX 5000 Max-Q Ada Generation,AD103,Ada Lovelace,TSMC,5.0,45900000.0,379.0,2023-03-21 00:00:00,Quadro Ada-M,930.0,1680.0,2250.0,16384.0,DDR6,256.0,576.0,9728.0,304.0,112.0,,,128.0,64.0,,188.2,510.7,32689.999999999996,510.7,120.0,12 Ultimate,4.6,1.3,6.0,,76.0,304.0,"76.0"
RTX 5000 Mobile Ada Generation,AD103,Ada Lovelace,TSMC,5.0,45900000.0,379.0,2023-03-21 00:00:00,Quadro Ada-M,1425.0,2115.0,2250.0,16384.0,DDR6,256.0,576.0,9728.0,304.0,112.0,,,128.0,64.0,,236.9,643.0,41150.0,643.0,120.0,12 Ultimate,4.6,1.3,6.0,,76.0,304.0,"76.0"
Radeon 610M,Mendocino,RDNA 2.0,TSMC,6.0,,100.0,2022-09-20 00:00:00,Navi II IGP,1500.0,1900.0,,,shared,,,128.0,8.0,4.0,2.0,32.0,128.0,2.0,,7.6,15.2,486.4,30.4,15.0,12 Ultimate,4.6,1.3,6.0,,,,"2.0"
Radeon 660M,Rembrandt,RDNA 2.0,TSMC,6.0,13100000.0,208.0,2022-01-04 00:00:00,Navi II IGP,1500.0,1900.0,,,shared,,,384.0,24.0,16.0,6.0,32.0,128.0,2.0,,30.4,45.6,1.459,91.2,40.0,12 Ultimate,4.6,1.3,6.0,,,,"6.0"
Radeon 680M,Rembrandt,RDNA 2.0,TSMC,6.0,13100000.0,208.0,2022-01-04 00:00:00,Navi II IGP,2000.0,2200.0,,,shared,,,768.0,48.0,32.0,12.0,32.0,128.0,2.0,,70.4,105.6,3379.0,211.2,50.0,12 Ultimate,4.6,1.3,6.0,,,,"12.0"
Radeon Graphics 448SP Mobile,Barcelo,GCN 5.1,TSMC,7.0,10700000.0,180.0,2022-01-06 00:00:00,Vega II IGP,300.0,1800.0,,,shared,,,448.0,28.0,8.0,7.0,,,,,14.4,50.4,1613.0,100.8,45.0,12,4.6,1.3,6.0,,,,
Radeon Graphics 512SP Mobile,Barcelo,GCN 5.1,TSMC,7.0,10700000.0,180.0,2022-01-06 00:00:00,Vega II IGP,300.0,2000.0,,,shared,,,512.0,32.0,8.0,8.0,,,,,16.0,64.0,2048.0,128.0,45.0,12,4.6,1.3,6.0,,,,
Radeon Pro W6300M,Navi 24,RDNA 2.0,TSMC,6.0,5400000.0,107.0,2022-01-19 00:00:00,Radeon Pro Mobile,1512.0,2040.0,2000.0,2048.0,DDR6,32.0,64.0,768.0,48.0,32.0,12.0,32.0,128.0,1.0,8.0,65.28,97.92,3133.0,195.8,25.0,12 Ultimate,4.6,1.3,6.0,,,,"12.0"
Radeon Pro W6500M,Navi 24,RDNA 2.0,TSMC,6.0,5400000.0,107.0,,Radeon Pro Mobile,1512.0,2040.0,2000.0,4096.0,DDR6,64.0,128.0,1024.0,64.0,32.0,16.0,32.0,128.0,1.0,8.0,65.28,130.6,4178.0,261.1,25.0,12 Ultimate,4.6,1.3,6.0,,,,"16.0"
Radeon RX 6300M,Navi 24,RDNA 2.0,TSMC,6.0,5400000.0,107.0,,Navi Mobile,1000.0,2040.0,2000.0,2048.0,DDR6,32.0,64.0,768.0,48.0,32.0,12.0,32.0,128.0,1.0,8.0,65.28,97.92,3133.0,195.8,35.0,12 Ultimate,4.6,1.3,6.0,,,,"12.0"
Radeon RX 6500M,Navi 24,RDNA 2.0,TSMC,6.0,5400000.0,107.0,2022-01-04 00:00:00,Navi Mobile,2000.0,2400.0,2250.0,4096.0,DDR6,64.0,144.0,1024.0,64.0,32.0,16.0,32.0,128.0,1.0,16.0,76.8,153.6,4915.0,307.2,50.0,12 Ultimate,4.6,1.3,6.0,,,,"16.0"
Radeon RX 6600S,Navi 23,RDNA 2.0,TSMC,7.0,11060000.0,237.0,2022-01-04 00:00:00,Navi Mobile,1700.0,2000.0,1750.0,4096.0,DDR6,128.0,224.0,1792.0,112.0,64.0,28.0,32.0,128.0,2.0,32.0,128.0,224.0,7168.0,448.0,80.0,12 Ultimate,4.6,1.3,6.0,,,,"28.0"
Radeon RX 6650M,Navi 23,RDNA 2.0,TSMC,7.0,11060000.0,237.0,2022-01-04 00:00:00,Navi Mobile,2068.0,2416.0,1750.0,8192.0,DDR6,128.0,224.0,1792.0,112.0,64.0,28.0,32.0,128.0,2.0,32.0,154.6,270.6,8659.0,541.2,120.0,12 Ultimate,4.6,1.3,6.0,,,,"28.0"
Radeon RX 6650M XT,Navi 23,RDNA 2.0,TSMC,7.0,11060000.0,237.0,2022-01-04 00:00:00,Navi Mobile,2068.0,2416.0,2000.0,8192.0,DDR6,128.0,256.0,2048.0,128.0,64.0,32.0,32.0,128.0,2.0,32.0,154.6,309.2,9896.0,618.5,120.0,12 Ultimate,4.6,1.3,6.0,,,,"32.0"
Radeon RX 6700S,Navi 23,RDNA 2.0,TSMC,7.0,11060000.0,237.0,2022-01-04 00:00:00,Navi Mobile,1700.0,2000.0,1750.0,8192.0,DDR6,128.0,224.0,1792.0,112.0,64.0,28.0,32.0,128.0,2.0,32.0,128.0,224.0,7168.0,448.0,80.0,12 Ultimate,4.6,1.3,6.0,,,,"28.0"
Radeon RX 6800S,Navi 23,RDNA 2.0,TSMC,7.0,11060000.0,237.0,2022-01-04 00:00:00,Navi Mobile,1800.0,2100.0,2000.0,8192.0,DDR6,128.0,256.0,2048.0,128.0,64.0,32.0,32.0,128.0,2.0,32.0,134.4,268.8,8602.0,537.6,100.0,12 Ultimate,4.6,1.3,6.0,,,,"32.0"
Radeon RX 6850M XT,Navi 22,RDNA 2.0,TSMC,7.0,17200000.0,335.0,2022-01-04 00:00:00,Navi Mobile,2321.0,2581.0,2250.0,12288.0,DDR6,192.0,432.0,2560.0,160.0,64.0,40.0,32.0,128.0,3.0,96.0,165.2,413.0,13210.0,825.9,165.0,12 Ultimate,4.6,1.3,6.0,,,,"40.0"
Arc A350M,DG2-128,Generation 12.7,TSMC,6.0,7200000.0,157.0,2022-03-30 00:00:00,Alchemist,1150.0,2200.0,1750.0,4096.0,DDR6,64.0,112.0,768.0,48.0,24.0,,,,4.0,,52.8,105.6,3379.0,844.8,25.0,12 Ultimate,4.6,1.3,6.0,,,96.0,"6.0"
Arc A370M,DG2-128,Generation 12.7,TSMC,6.0,7200000.0,157.0,2022-03-30 00:00:00,Alchemist,1550.0,2050.0,1750.0,4096.0,DDR6,64.0,112.0,1024.0,64.0,32.0,,,,4.0,,65.6,131.2,4198.0,1.05,35.0,12 Ultimate,4.6,1.3,6.0,,,128.0,"8.0"
Arc A550M,DG2-512,Generation 12.7,TSMC,6.0,21700000.0,406.0,2022-01-01 00:00:00,Alchemist,900.0,2050.0,1750.0,8192.0,DDR6,128.0,224.0,2048.0,128.0,64.0,,,,8.0,,131.2,262.4,8397.0,,60.0,12 Ultimate,4.6,1.3,6.0,,,256.0,"16.0"
Arc A730M,DG2-512,Generation 12.7,TSMC,6.0,21700000.0,406.0,2022-01-01 00:00:00,Alchemist,1100.0,2050.0,1750.0,12288.0,DDR6,192.0,336.0,3072.0,192.0,96.0,,,,12.0,,196.8,393.6,12600.0,,80.0,12 Ultimate,4.6,1.3,6.0,,,384.0,"24.0"
Arc A770M,DG2-512,Generation 12.7,TSMC,6.0,21700000.0,406.0,2022-01-01 00:00:00,Alchemist,1650.0,2050.0,2000.0,16384.0,DDR6,256.0,512.0,4096.0,256.0,128.0,,,,16.0,,262.4,524.8,16790.0,,120.0,12 Ultimate,4.6,1.3,6.0,,,512.0,"32.0"
